TIPO_ENTIDAD,COD_ENTIDAD,RAZON_SOCIAL,DIRECCION,CIUDAD,NUMEROIDENTIFICACION,NOMBREPUBLICOCARGO,REPRESENTANTE_LEGAL,EMAILPRINCIPAL,URIPAGINAWEB
20,105,SOCIÉTÉ GÉNÉRALE,Carrera 9 No. 74-08 Oficina 305,BOGOTÁ D.C.,8600799233,Representante para Colombia,JUAN CARLOS ROCHA LIBREROS,juan.rocha@ppulegal.com,Pendiente
20,111,"MUFG BANK, LTD.",Carrera 7 No. 71-21 Torre B Oficina  507,BOGOTÁ D.C.,9003817869,Representante para Colombia,TAKASHI UHATA,hyamashita@ve.muftg.jp,www.bk.mufg.jp/nglish/index.html
20,112,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",Carrera 11 No. 84 A- 09 Piso 7,BOGOTÁ D.C.,8600299777,Representante para Colombia,JUAN CARLOS DE YEREGUI  GUILLEN,juan.m.munoz@jpmorgan.com,Pendiente
20,116,MIZUHO BANK LTD.,Carrera 7 No. 74 B - 56 Oficina 301,BOGOTÁ D.C.,8301159285,Representante Legal para Colombia,MARK ALLEN TUTTLE,nikolaus.lerner@mizuhogroup.com,Pendiente
20,120,SUMITOMO MITSUI BANKING CORPORATION,Carrera 11 No. 79 - 52 Oficina  1002,BOGOTÁ D.C.,9003771707,Representante para Colombia,ANDRÉS PAREJA PERDOMO,luisfernando.perdigon@smbcgroup.com,Pendiente
20,138,STANDARD CHARTERED BANK,Carrera 7 No. 71-52 Torre A oficina 702,BOGOTÁ D.C.,8002471549,Representante para Colombia,JOHANNA BLESGRAEFT GÓMEZ,Ana.santana@sc.com,Pendiente
20,165,HELM BANK USA,Carrera 11 No. 82-01 Piso 2,BOGOTÁ D.C.,8300159182,Representante Legal para Colombia,JUAN ANTONIO MONTOYA URICOECHEA,carolinabaquero@helmbankusa.com,www.helmbankusa.com
20,179,UBS AG,Calle 87 No. 10 - 93 oficina 801,BOGOTÁ D.C.,8300521826,Representane Legal Principal para Colombia,ALBERTO ANTONIO PIEDRAHITA CORDOBA,bogotarepoff@ubs.com /Sandra.delgado@ubs,Pendiente
20,182,BANCO GENERAL S.A.,Carrera 11A  No.93-67 Oficina 403,BOGOTÁ D.C.,9000027904,Representante Legal para Colombia,JULIANA LÓPEZ HINCAPIE,julopez@bgeneral.com,Pendiente
20,189,EFG BANK AG,Carrera 7 No. 71-21 Torre B. Oficina 506 Edificio Bancafé,BOGOTÁ D.C.,9000922306,Representante para Colombia,JUAN CARLOS GOMEZ CANALES,felipe.valbuena@efgbank.com,Pendiente
20,190,HSBC BANK USA N.A.,Carrera 7 No.75- 66  oficina 402,BOGOTÁ D.C.,9001143142,Representante  para Colombia,ANDRÉS URIBE ARANGO,andres.uribe@hsbc.com.co,Pendiente
20,193,CREDICORP BANK S.A.,Carrera 7 No. 80-49 oficina 505 Edificio Centro de Negocios El Nogal,BOGOTÁ D.C.,9001298568,Representante Legal para Colombia,ANA CRISTINA CASTILLO GARCÍA DE CARRILLO,blatorraca@credicorpbank.com,Pendiente
20,195,"OFICINA DE REPRESENTACIÓN DEL BANCO LAFISE BANCENTRO S.A. DE NICARAGUA, DEL BANCO LAFISE S.A. DE COSTA RICA Y DEL BANCO LAFISE PANAMÁ S.A. DE PANAMÁ EN COLOMBIA",Carrera 9 No.115-06/ Piso 17 Edificio Tierra Firme,BOGOTÁ D.C.,9003890012,Representante Legal para Colombia,MAURICIO JAVIER HERDOCIA ICAZA,gvillamizar@lafise.com,Pendiente
20,198,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR S.A. BLADEX,Calle 84 A No. 9-65 Of. 202 Edificio Savile,BOGOTÁ D.C.,9004458713,Representante Principal para Colombia,JORGE ENRIQUE PAREJA PERDOMO,gcolombia@bladex.com,Pendiente
20,200,BANK OF AMERICA NATIONAL ASSOCIATION,Carrera 11 No. 79 - 52 Piso 9,BOGOTÁ D.C.,0,Representante para Colombia,ROCIO XIMENA SANCHEZ LOPEZ,dg.regulatory_alerts_col@baml.com,Pendiente
20,207,BANCO DE CRÉDITO DEL PERÚ - BCP,Calle 34 No. 6-65 Oficina BCP,BOGOTÁ D.C.,9006564669,Representante Legal  para Colombia,MANUEL ALFREDO MENDIOLA VALDEZ,jlarrabure@bcp.com.pe,Pendiente
20,209,CAPITAL BANK INC.,"Carrera 7 No. 71-52, Torre B, Piso 9",BOGOTÁ D.C.,0,Representante para Colombia,RAMON GILBERTO PEREZ D'ETTORE,rperez@capitalbank.com.pa,Pendiente
20,212,NATIXIS,Avenida Carrera 9 No. 115 - 06 oficina 2801 Edificio Tierra Firme,BOGOTÁ D.C.,0,Representante Legal para Colombia,LUIS ALBERTO BAS GIL,marcela.vasquezsaldana@natixis.com,Pendiente
20,213,BBVA S.A. [BBVA Ltd.] [BBVA AG],Carrera 7  No. 80-49 Oficina 302,BOGOTÁ D.C.,0,Representante para Colombia,RAFAEL ARTURO ACOSTA CHACÓN,rafael.acosta@acostayasociados.co,Pendiente
20,214,BANK JULIUS BAER & CO LTD,Carrera 9 No. 74-08 Oficina  105,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,HERNANDO ANDRÉS PADILLA GÓMEZ,hernando.padilla@ppulegal.com,Pendiente
20,215,KfW IPEX-Bank GmbH,"Carrera 7 No. 71-21 Oficina 404, Torre B Edficio Avenida Chile",BOGOTÁ D.C.,0,Representante para Colombia,FRANK BREITENBACH,frank.breitenbach@kfw.de,Pendiente
20,216,PKB PRIVATE BANK S.A.-Oficina de Representación,"Carrera 11 No. 79-35, Piso 9",BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,EMILIO ALESSANDRO FIORDALISO,Emilio.Fiordaliso@pkb.ch,Pendiente
20,217,STATE STREET BANK AND TRUST COMPANY,Carrera 11 B No. 99-25 Oficina 6-131,BOGOTÁ D.C.,9016416807,Representante Lega Principal para Colombia,MARCIA SALIOLA ROTHSCHILD,mrothschild@statestreet.com,Pendiente
20,218,LAAD Americas N.V.,Carrera 7 No. 71-52 Torre-B Piso 10,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,EDUARDO SERGIO MARIN,Pendiente,Pendiente
20,219,THE EXPORT-IMPORT BANK OF KOREA -  KOREA EXIMBANK,"Avenida Carrera 9 No. 113-52 Edificio  Torres Unidas 2, Of. 808",BOGOTÁ D.C.,9014359181,Representante Legal Principal para Colombia,DAEWON PARK,koreaeximbankbogota@gmail.com,Pendiente
20,220,"SEGURA BANK INTERNATIONAL, CORP.",Carrera 9 # 80 45 OFC 202,BOGOTÁ D.C.,9018625989,Representante Legal Principal para Colombia,LILIANA PATRICIA PERDOMO CORTES,lperdomo@segurabank.com,Pendiente
262,4,"Instituto deFinanciamiento, Promoción y Desarrollo de Manizales - INFIMANIZALES",Carrera 22 No. 18 - 09 Piso 2 Torre B CAM,MANIZALES,8908010590,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
22,2,FINANCIERA DE DESARROLLO TERRITORIAL S.A.- FINDETER y podrá utilizar la sigla FINDETER,Calle 103 No. 19 -20,BOGOTÁ D.C.,8000963291,Presidente,JUAN CARLOS MUÑIZ PACHECO,findeter@findeter.gov.co,www.findeter.gov.co
22,3,FINANCIERA DE DESARROLLO NACIONAL S.A. (en adelante la Sociedad),Carrera 7 No. 71-52 Torre B Piso 6,BOGOTÁ D.C.,8605090229,Presidente,FRANCISCO JOSÉ LOZANO GAMBA,Pendiente,www.fen.gov.co
22,4,FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO -FINAGRO-,"Carrera 13 No. 28-17 Pisos 2, 3, 4 y 5",BOGOTÁ D.C.,8001163987,Presidente,ALEXANDRA RESTREPO GARCIA,finagro@finagro.com.co,www.finagro.com.co
22,7,FONDO DE GARANTIAS DE INSTITUCIONES FINANCIERAS,Carrera 7 No. 35-40,BOGOTÁ D.C.,8605307517,Directora,INGRID JULIANA LAGOS CAMARGO,fogafin@fogafin.gov.co,www.fogafin.gov.co
22,8,FONDO NACIONAL DEL AHORRO S.A. y podrá también usar la sigla FNA S.A.,Carrera 65 No. 11 - 50/83,BOGOTÁ D.C.,8999992844,Presidente,LAURA MILENA ROA ZEIDAN,contactenos@fna.gov.co,Pendiente
22,9,FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS FOGACOOP,Carrera 13 No. 32-51 int11/Cra 13A No. 32-30 local 23 Parque Residencial Baviera,BOGOTÁ D.C.,8300533192,Director,MARÍA ELENA GRUESO RODRÍGUEZ,fogacoop@fogacoop.gov.co,www.fogacoop.gov.co
22,10,FONDO NACIONAL DE GARANTIAS S.A. cuya denominación social podrá girar bajo la sigla FNG S.A.,"Calle 26 A No. 13 -97 pisos 24,25 y 26",BOGOTÁ D.C.,8604022722,Presidente,JAVIER ANDRÉS CUÉLLAR  SÁNCHEZ,info@fng.gov.co,www.fng.gov.co
22,11,CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICÍA,Calle 41 A No.46-21 CAN,BOGOTÁ D.C.,8600219677,Gerente General Encargado,JOSÉ ANDRÉS JIMÉNEZ AMAYA,cavim@etb.net.co,Pendiente
23,2,ADMINISTRADORA DE FONDOS DE PENSIONES Y CESANTIAS PROTECCION S.A. sigla PROTECCION,Calle 49 No. 63-100,MEDELLIN,8001381881,Presidente,JUAN DAVID CORREA SOLÓRZANO,clientes@proteccion.com.co,www.proteccion.com.co
23,3,SOCIEDAD ADMINISTRADORA DE FONDOS DE PENSIONES Y CESANTIAS PORVENIR S.A.,Carrera 13 No. 26 A- 65,BOGOTÁ D.C.,8001443313,Presidente,MIGUEL LARGACHA MARTÍNEZ,porvenir@en-contacto.co,www.porvenir.com.co
23,9,"SKANDIA ADMINISTRADORA DE FONDOS DE PENSIONES Y CESANTÍAS S.A., pudiendo en el desarrollo de su objeto social utilizar la sigla  SKANDIA PENSIONES Y CESANTÍAS S.A.",Avenida 19 No.109a -30,BOGOTÁ D.C.,8001485142,Presidente,SANTIAGO GARCÍA MARTÍNEZ,notificacionestramites@skandia.com.co,Pendiente
23,10,Colfondos S.A. Pensiones y Cesantías y podrá utilizar cualquiera de los siguientes nombres abreviados o siglas COLFONDOS S.A. y COLFONDOS (en adelante la Sociedad),"Calle 67 No. 7-94 Pisos 3, 6, 10, 11, 14 al PH",BOGOTÁ D.C.,8001494962,Presidente,RICARDO DANILO GUERRA ALVARADO,serviciocliente@colfondos.com.co,www.colfondos.com.co
25,2,CAJA DE AUXILIOS Y PRESTACIONES DE LA ASOCIACION COLOMBIANA DE AVIADORES CIVILES ACDAC sigla CAXDAC,Calle 99 No. 10 - 19 oficina 402 Edificio 99 Trade Center,BOGOTÁ D.C.,8600073798,Presidente,DANIEL IGNACIO NIÑO TARAZONA,caxdac@cable.net.co,www.caxdac.com
25,3,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carrera 10 No. 24-55 Pisos 2 y 3,BOGOTÁ D.C.,8999997347,Director General Encargado,LUIS ENRIQUE CORTES CALLEJAS,fonpreco@col1.telecom.com.co,www.fonprecon.gov.co
25,14,ADMINISTRADORA COLOMBIANA DE PENSIONES - COLPENSIONES,Carrera 10 No. 72 - 33 Torre B Pisos 11 y 12,BOGOTÁ D.C.,9003360047,Presidente,JAIME DUSSAN CALDERON,ediaz@colpensiones.gov.co,www.colpensiones.gov.co
27,4,MITSUI SUMITOMO INSURANCE COMPANY LIMITED,Calle 98 No. 9a - 46 oficina 501 A Edificio Parque Chico 99 Torre 2,BOGOTÁ D.C.,8301369911,"Representante para Colombia (Sin perjuicio de lo dispuesto en el artículo 164 del Código de Comercio, con información radicada con el número 2024044300-000 del día 2 de abril de 2024 que con documento del  1 de abril de 2024 renunció al cargo de Representante para Colombia  y fue aceptada con oficio 2024030002  del 1 de abril de 2024.  Lo anterior de conformidad con los efectos establecidos por la Sentencia C-621 de julio 29 de 2003 de la Constitucional).",JUMPEI OKUDA,constanza-m@ms-ins.com,Pendiente
27,11,MAPFRE RE COMPAÑÍA DE REASEGUROS S.A.,Calle 72 No. 10-07 Oficina 502,BOGOTÁ D.C.,8300275325,Representante para Colombia,RICARDO ALEJANDRO PÉREZ GONZÁLEZ,ricardo.perez@mapfre.com,Pendiente
27,15,SCOR SE OFICINA DE REPRESENTACION EN COLOMBIA,Carrera 7 No. 113 - 43 oficinas 906,BOGOTÁ D.C.,8300915943,Representante para Colombia,GERMÁN ANDRÉS AGUIRRE CASTAÑEDA,gaguirre@scor.com,Pendiente
27,19,HANNOVER RÜCK SE BOGOTÁ OFICINA DE REPRESENTACIÓN,Carrera 9 No. 77-67 Piso 5 Edificio Torre Unika,BOGOTÁ D.C.,9001155523,Representante para Colombia,MIGUEL EDUARDO GUARIN CONTRERAS,Pendiente,Pendiente
27,25,MÜNCHENER RÜCKVERSICHERUNGS - GESELLSCHAFT AKTIENGESELLSCHAFT IN MÜNCHEN (MUNICH RE) - OFICINA DE REPRESENTACIÓN EN COLOMBIA,Carrera 7 No. 71 -21 ofc 902 T B,BOGOTÁ D.C.,9005685795,Representante para Colombia,RODRIGO NIETO CIFUENTES,rnieto@munichre.com   areimpell@munichre,Pendiente
27,26,SWISS RE COLOMBIA - OFICINA DE REPRESENTACION,Av. Carrera 7 No. 113-43 Oficina 1506,BOGOTÁ D.C.,9006431541,Representante Principal para Colombia,MANUEL RICARDO PÉREZ CIFUENTES,ManuelRicardo_Perez@swissre.com,Pendiente
27,27,BERKLEY INSURANCE COMPANY,"Carrera 7 No. 80-49 Oficina 303, Centro de Negocios El Nogal",BOGOTÁ D.C.,0,Representante para Colombia,JAIME ALBERTO ARAMBURO CORTEZ,jaramburo@berkleylac.com,Pendiente
27,33,LIBERTY MUTUAL INSURANCE COMPANY,Avenida carrera 9 No. 113-52 oficina 505 Edificio Torres Unidas Dos,BOGOTÁ D.C.,9009635394,Representante Principal para Colombia,LUIS HENRY SOTELO AMAYA,Henry.Sotelo@LibertyMutual.com,Pendiente
27,35,STARR INDEMNITY & LIABILITY COMPANY,"Avenida Carrera 9 N°115-06/30, oficina 706, Edificio Tierra",BOGOTÁ D.C.,9011232074,Representante Principal para Colombia,JUAN JOSÉ PIRATEQUE CALDERÓN,juan.pirateque@starrcompanies.com,www.starrcompanies.com
27,37,TOKIO MARINE COMPAÑÍA DE SEGUROS S.A. DE C.V.,Carrera 7 No. 71 - 21 Torre B Piso 15,BOGOTÁ D.C.,9013607332,Representante Legal Principal para Colombia,MARÍA FERNANDA MUÑOZ SAAVEDRA,paula _valbuena@tokiomarine.com.mx,Pendiente
27,38,AUSTRAL RESSEGURADORA S.A.,Carrera 7 No. 113-43 Oficina 908- Torre Samsung,BOGOTÁ D.C.,9009517161,Representante para Colombia,Tulio Hernan Moreno Torres,hmoreno@australre.com,Pendiente
27,39,KOREAN REINSURANCE COMPANY LIMITED,"Carrera 9 No. 77-67, Oficina 406",BOGOTÁ D.C.,9013725037,Representante para Colombia,SANG JOON LEE,sonrisa@koreanre.co.kr,Pendiente
27,40,QBE EUROPE SA/NV,"Calle 114 No. 9 - 02, Oficina 1103, Torre Samsung",BOGOTÁ D.C.,9014948486,Representante para Colombia,CHRISTIAN HOFMANN DEL VALLE,christian.hoffmann@qbere.com,Pendiente
27,41,NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH P.A. OFICINA DE REPRESENTACIÓN,Carrera 7 No.71-21 Oficinsa 1525,BOGOTÁ D.C.,0,Representante Principal para Colombia,LUIS ARTURO SONVILLE DE ARMAS,luis.sonville@aig.com,Pendiente
32,1,COOPERATIVA FINANCIERA DE ANTIOQUIA C.F.A.,Carrera 65 No. 48 - 162 Barrio Suramericana,MEDELLIN,8110226883,Gerente General,JORGE ALBERTO CORRALES MONTOYA,info@cfa.com.co,www.efa.com.co
32,4,"COOPERATIVA FINANCIERA COTRAFA, que también podrá identificarse como COTRAFA FINANCIERA",Calle 46 No. 49-146,BELLO,8909011763,Gerente General,GUILLERMO HORACIO VALENCIA MESA,Pendiente,www.cotrafa.com.co
32,5,CONFIAR COOPERATIVA FINANCIERA y podrá identificarse con el nombre de CONFIAR,Calle 52 No. 49-40,MEDELLIN,8909813951,Gerente General,LEANDRO ANTONIO CEBALLOS VALENCIA,Pendiente,Pendiente
82,4,BOLSA DE VALORES DE COLOMBIA S.A. y podrá utilizar para todos los efectos la sigla BVC S.A.,"CR 7 71-21, OF. 1201, TORRE B, EDIF. AV. CHILE",BOGOTÁ D.C.,8300854261,Gerente,ANDRES  RESTREPO MONTOYA,secretaria@bvc.com.co,www.bvc.com.co
83,1,"DEPOSITO CENTRALIZADO DE VALORES DE COLOMBIA DECEVAL S.A., pero podrá denominarse también con la sigla DECEVAL S.A. o deceval",Carrera 7 No. 71-21 Torre B Piso 12,BOGOTÁ D.C.,8001820912,Gerente,ANDRES  RESTREPO MONTOYA,info@deceval.com.co,www.deceval.com.co
84,1,FITCH RATINGS COLOMBIA S.A. SOCIEDAD CALIFICADORA DE VALORES,CALLE 69 A NO.9-85,BOGOTÁ D.C.,8002140019,Director Ejecutivo,ALEJANDRO BERTUOL,Silvia.Ramirez@fitchratings.com,www.fitchratings.com.co
84,2,BRC Ratings - S&P Global S.A. Sociedad Calificadora de Valores. La Sociedad podrá usar como sigla la abreviación BRC - S&P S.A. Sociedad Calificadora de Valores o BRC - S&P S.A. S.C.V.,CR 19A  90-13 OF 708 ED 90 OFICINAS,BOGOTÁ D.C.,8300396744,Presidente,MARÍA CONSUELO PÉREZ CALLAVASI,sherley.roa@spglobal.com,www.brc.com.co
84,3,VALUE AND RISK RATING S.A. SOCIEDAD CALIFICADORA DE VALORES,CARRERA 7 N.156-68 OFICINA 1301,BOGOTÁ D.C.,9001965039,Gerente General,LUIS FERNANDO GUEVARA OTÁLORA,correo@vriskr.co,www.vriskr.com
85,3,"ACCIONES Y VALORES S.A., COMISIONISTA DE BOLSA",CALLE 72 NO. 7 - 64 PISO 11,BOGOTÁ D.C.,8600715621,Gerente General,RAFAEL TOMÁS APARICIO ESCALLÓN,servicioalcliente@accivalores.com,www.accivalores.com
85,9,Progresión Sociedad Comisionista de Bolsa  S.A. Podrá utilizar la sigla Progresión SCB,Calle 77 No. 7-44 Oficina 302 B,BOGOTÁ D.C.,8909316099,Presidente,ALEXANDER GONZÁLEZ PEÑA,notificaciones@progresion.com.co,Pendiente
85,21,"COMPAÑÍA DE PROFESIONALES DE BOLSA S.A., COMISIONISTA DE BOLSA, pero podrá utilizar el nombre comercial de PROFESIONALES DE BOLSA.",CALLE 93 B NO. 12-18 OFICINA 401,BOGOTÁ D.C.,8000198072,Presidente,BEATRIZ HELENA  CUELLO LACOUTURE,terearango@profesionalesdebolsa.com,www.profesionalesdebolsa.com
85,22,VALORES BANCOLOMBIA S.A. COMISIONISTA DE BOLSA,"CARRERA  48 # 26-85 ZONA INDUSTRIALES,  TORRE SUR",MEDELLIN,8001287358,Presidente,JORGE ALBERTO ARANGO ESPINOSA,gciari@bancolombia.com.co,www.valoresbancolombia.com
85,26,CORREDORES DAVIVIENDA S.A.COMISIONISTA DE BOLSA,CR 7  71 52  TO B  PI 16,BOGOTÁ D.C.,8600791743,Presidente,MARÍA TERESA  URIBE GÓMEZ,aduran@corredores.com,www.daviviendacorredores.com
85,27,BBVA VALORES COLOMBIA S.A. COMISIONISTA DE BOLSA pudiéndose llamar indistintamente BBVA VALORES,CR 9  72-21 P. 9,BOGOTÁ D.C.,8000960369,Gerente,HUGO ALBERTO ABREO GARCIA,willy.enciso@bbva.com,www.bbva.com.co
85,28,CREDICORP CAPITAL COLOMBIA S.A. (la sociedad),CL 34 6 65,BOGOTÁ D.C.,8600681825,Presidente Ejecutivo,HÉCTOR ANDRÉS JULIAO VILLALOBOS,notificacionesjuridica@credicorpcapital.,www.credicorpcapitalcolombia.com
85,32,COMPASS GROUP S.A. COMISIONISTA DE BOLSA,CRA 11 N. 79-52 Oficina 801 EDIFICIO 80 ONCE,BOGOTÁ D.C.,8600099345,Gerente General,Rubiel Mauricio Hincapié Salazar,mauricio.hincapie@cgcompass.com,http://cgcompass.com/colombia/
85,51,"ALIANZA VALORES COMISIONISTA DE BOLSA S.A., pero podrá igualmente denominarse ALIANZA VALORES S.A.",CARRERA 15 # 82-99 PISO 3,BOGOTÁ D.C.,8600001854,Presidente,LUIS FERNANDO FANDIÑO FERREIRA,jperez@alianza.com.co,www.alianzavalores.com.co
85,73,CITIVALORES S.A. Comisionista de Bolsa,CR 9  A 99 02 P 3,BOGOTÁ D.C.,8001980731,Presidente,DIANA PAOLA SABOGAL ABRIL,dalia.nieto@citi.com,www.citibank.com.co/citivalores
85,88,"ITAÚ COMISIONISTA DE BOLSA COLOMBIA S.A., también podra usar la sigla ITAÚ COMISIONISTA DE BOLSA",CARRERA 7 NO. 27 - 18 PISO 21,BOGOTÁ D.C.,8300352173,Gerente General,FELIX EDUARDO BUENDIA ANJEL,secretariageneralcorpbanca@corpbanca.com,https://www.itau.co/grupo/comisionista/i
85,91,"SERVIVALORES GNB SUDAMERIS S.A. Comisionista de Bolsa, pudiendo utilizar la sigla SERVIVALORES GNB SUDAMERIS S.A..",CR 7  75 85/87   PISO 3,BOGOTÁ D.C.,8301181205,Gerente General,MARÍA EUGENIA ARBELAEZ CIFUENTES,marbelaez@gnbsudameris.com.co,www.servivalores.gnbsudameris.com.co
85,92,SCOTIA SECURITIES (COLOMBIA) S.A. SOCIEDAD COMISIONISTA DE BOLSA y podrá utilizar cualquiera de los siguientes nombres abreviados o siglas Scotia Securities o Securities (en adelante la Sociedad),CRA 7  NO. 114-33 PISO 9,BOGOTÁ D.C.,8305047002,Gerente General,NUBIA TERESA ALDANA GONZÁLEZ,santaml@colpatria.com,www.colpatria.com/Securities/
85,93,"SKANDIA VALORES S.A. SOCIEDAD COMISIONISTA DE BOLSA, pudiendo,  en el desarrollo de su objeto social, utilizar la sigla SKANDIA VALORES S.A.",AV. 19 NO. 109 A - 30,BOGOTÁ D.C.,9001256563,Presidente,LUZ CATHERINE GAMA BARRERA,notificacionestramites@skandia.com.co,Pendiente
85,97,LARRAIN VIAL COLOMBIA S.A. COMISIONISTA DE BOLSA,CARRERA 7 NO. 71 - 21 TO B OF 1008 EDIFICIO AVENIDA CHILE,BOGOTÁ D.C.,9005771404,Presidente,María José Ramírez Botero,mjramirez@larrainvial.com,https://larrainvial.com/colombia
93,1,Fondo Mutuo de Inversión  AGRUPAR  pudiendo utilizar la sigla  AGRUPAR,CARRERA 48 NO. 20 - 103 PISO 2,MEDELLIN,8002308907,Gerente,DIEGO ARMANDO MAZO OBANDO,administrador@fondoagrupar.com,www.fondoagrupar.com
93,5,FONDO MUTUO DE INVERSION AVANZAR,CALLE 53 NO.45-45 EDIFICIO PALOMAR OFICINA 1001,MEDELLIN,8002220915,Gerente,MARGARITA ROSA  GOMEZ ESCOBAR,avanzar@comfenalcoantioquia.com,www.comfenalcoantioquia.com
93,7,"El Fondo Mutuo de Inversión Castilla Riopaila Colombina, en adelante Fondo CRC",CR 1 NO. 24-56 EDIFICIO COLOMBINA PISO 8 CALI,PRADERA,8903016476,Gerente,OLGA LILIANA SOTO RAYO,gerente.crc@riopaila-castilla.com,www.fondomutuocrc.com
93,11,FONDO MUTUO DE INVERSION DE COCA-COLA,AV CRA 45 103 60 PISO 8 EDIFICIO DIRECTV,BOGOTÁ D.C.,8605351155,Gerente,LUIS CARLOS MIRA OLARTE,roarevalo@coca-cola.com,www.fondococacola.com
93,12,FONDO MUTUO DE INVERSIÓN INVERTIR GENERAL MOTORS COLMOTORES,CL 56 A SUR 36 A- 09,BOGOTÁ D.C.,8600207597,Gerente,Ricardo Juan Fernández Mejía,juan.fernandez@gm.com,www.chevrolet.com.co
93,15,"El fondo mutuo de ahorro e inversión de los trabajadores de la CORPORACION FINANCIERA COLOMBIANA S.A. Y SUS FILIALES, que en adelante se llamará COMPARTIR",CRA 13 # 26-45 PISO 3 EDIFICIO CENTRO INTERNACIONAL,BOGOTÁ D.C.,8000233909,Gerente,BLANCA CECILIA CABRERA GUTIÉRREZ,maritza.rodriguez@corficolombiana.com.co,www.corficolombiana.com
93,16,"FONDO MUTUO DE INVERSIÓN COMPENSAR, en adelante el Fondo",CALLE 26 NO. 66 A - 48,BOGOTÁ D.C.,8000307631,Gerente,MIGUEL MORALES RIAÑO,extfmicmvelandiam@compensar.com,www.fmicompensar.com
93,20,El Fondo Mutuo de Inversión de los trabajadores de  HOTELES ESTELAR S.A. que en adelante se llamara FONDO,AV. COLOMBIA NO. 2-72 HOTEL INTERCONTINENTAL,CALI,8000859777,Gerente,MAURICIO MONTOYA BERMÚDEZ,fondo.mutuo@hotelesestelar.com,www.pendienteincluir.com
93,25,"EL FONDO MUTUO DE AHORRO Y VIVIENDA DE LOS EMPLEADOS DE MONOMEROS COLOMBO VENEZOLANOS - FAVIM, que para todos los efectos legales podrá utilizar la denominación simple de FAVIM",VIA 40 LAS FLORES,BARRANQUILLA,8901053149,Gerente,ALEXIS ORTEGA GÓMEZ,representantelegalfavim@monomeros.com.co,www.favim.monomeros.com.co
93,26,FONDO MUTUO DE INVERSION EMPRESA Y TRABAJADORES DE EXPERIAN COLOMBIA S.A. FECOM,CR 7 76 35 P 3,BOGOTÁ D.C.,8600350975,Gerente,MARÍA MÓNICA GARCÍA MORALES,fecom.asistente@experian.com,www.experian.com.co
93,29,FONDO MUTUO DE INVERSIONES DEL BANCO DE LA REPUBLICA FIMBRA,CALLE 16 NO.6-66 EDIF.AVIANCA P-30,BOGOTÁ D.C.,8600073537,Gerente,MARÍA CAROLINA GOMEZ RESTREPO,fimbra@banrep.gov.co,www.banrep.gov.co
93,33,FONDO MUTUO DE INVERSION DE EMPLEADOS DEL BANCO POPULAR FILIALES Y ASOCIADAS FIMEBAP,CALLE 67 NO. 25-25 PISO 2,BOGOTÁ D.C.,8600259034,Gerente,Fabio Forero Acero,info@fimebap.com,www.fimebap.com
93,35,"EL FONDO MUTUO DE INVERSIÓN DE LOS EMPLEADOS DE SIERRACOL ENERGY ARAUCA, LLC,  se denomina FONDO MUTUO DE INVERSIÓN FIMSE",CALLE 77 A NO. 11-32,BOGOTÁ D.C.,8000603368,Gerente,EDIN  CERQUERA PIÑEROS,bogota-fimoc@oxy.com,www.occidental
93,37,"EL FONDO MUTUO DE INVERSIÓN DE LOS TRABAJADORES DE LA PREVISORA S.A.., COMPAÑÍA DE SEGUROS que en adelante simplemente se denominará FIMPREVI",TRAV. 9 NO. 55-97 OFC. 301,BOGOTÁ D.C.,8603535876,Gerente,LEIDY ANDREA ROJAS GARCÍA,fimprevi@previsora.gov.co,www.pendienteincluir
93,48,FONDO MUTUO DE INVERSIÓN FOMIL,CRA 51 NO. 13-158,MEDELLIN,8001322424,Gerente,HECTOR IVAN CADAVID CESPEDES,hcadavid@leonisa.com,www.leonisa.com
93,52,FONDO MUTUO DE INVERSION FAMISANCELA,CARRERA 50 NO. 8 SUR - 117,MEDELLIN,8001493459,Gerente,LUÍS FERNANDO BETANCUR LALINDE,luisbl@familia.com.co,www.grupofamilia.com.co
93,57,FONDO MUTUO DE INVERSION DE LOS TRABAJADORES DE LA UNIVERSIDAD EAFIT - FOMUNE,CRA 49 NO. 7 SUR - 50,MEDELLIN,8909857519,Gerente,Oscar Eduardo Medina Arango,infomune@eafit.edu.co,www.eafit.edu.co
93,59,"FONDO MUTUO DE INVERSIÓN DE LOS TRABAJADORES DE GRUPO NUTRESA S.A. y sus COMPAÑÍAS SUBORDINADAS, denominado también FONAL o el FONDO",CRA 52  # 2-38,MEDELLIN,8000445754,Gerente,JUAN EDUARDO NATES ACOSTA,fonal@gruponutresa.com,www.na.com
