Region,Subregion,Country,Indicator,Year,Source,value
Asia,Southern Asia,India,Homicide count,1993,MoI,47947
Asia,Southern Asia,India,Homicide rate,1993,MoI,5.2
Asia,Southern Asia,Bhutan,Homicide count,1993,NSO,19
Asia,Southern Asia,Bhutan,Homicide rate,1993,NSO,3.6
Asia,Southern Asia,India,Homicide count,1994,MoI,47458
Asia,Southern Asia,India,Homicide rate,1994,MoI,5
Asia,Southern Asia,Bhutan,Homicide count,1994,NSO,20
Asia,Southern Asia,Bhutan,Homicide rate,1994,NSO,3.8
Asia,Southern Asia,India,Homicide count,1995,MoI,46386
Asia,Southern Asia,India,Homicide rate,1995,MoI,4.8
Asia,Southern Asia,Bhutan,Homicide count,1995,NSO,16
Asia,Southern Asia,Bhutan,Homicide rate,1995,NSO,3
Asia,Southern Asia,Maldives,Homicide count,1995,UNSDC,2
Asia,Southern Asia,Sri Lanka,Homicide count,1995,UNSDC,1614
Asia,Southern Asia,Maldives,Homicide rate,1995,UNSDC,0.8
Asia,Southern Asia,Sri Lanka,Homicide rate,1995,UNSDC,8.8
Asia,Southern Asia,India,Homicide count,1996,MoI,46912
Asia,Southern Asia,India,Homicide rate,1996,MoI,4.8
Asia,Southern Asia,Bhutan,Homicide count,1996,NSO,12
Asia,Southern Asia,Pakistan,Homicide count,1996,NSO,9062
Asia,Southern Asia,Bhutan,Homicide rate,1996,NSO,2.2
Asia,Southern Asia,Pakistan,Homicide rate,1996,NSO,7.1
Asia,Southern Asia,Sri Lanka,Homicide count,1996,UNSDC,1775
Asia,Southern Asia,Sri Lanka,Homicide rate,1996,UNSDC,9.7
Asia,Southern Asia,India,Homicide count,1997,MoI,47418
Asia,Southern Asia,India,Homicide rate,1997,MoI,4.7
Asia,Southern Asia,Bhutan,Homicide count,1997,NSO,7
Asia,Southern Asia,Nepal,Homicide count,1997,NSO,575
Asia,Southern Asia,Pakistan,Homicide count,1997,NSO,9304
Asia,Southern Asia,Bhutan,Homicide rate,1997,NSO,1.3
Asia,Southern Asia,Nepal,Homicide rate,1997,NSO,2.5
Asia,Southern Asia,Pakistan,Homicide rate,1997,NSO,7.1
Asia,Southern Asia,Maldives,Homicide count,1997,UNSDC,6
Asia,Southern Asia,Sri Lanka,Homicide count,1997,UNSDC,1851
Asia,Southern Asia,Maldives,Homicide rate,1997,UNSDC,2.3
Asia,Southern Asia,Sri Lanka,Homicide rate,1997,UNSDC,10
Asia,Southern Asia,India,Homicide count,1998,MoI,49292
Asia,Southern Asia,India,Homicide rate,1998,MoI,4.8
Asia,Southern Asia,Bhutan,Homicide count,1998,NSO,11
Asia,Southern Asia,Nepal,Homicide count,1998,NSO,650
Asia,Southern Asia,Pakistan,Homicide count,1998,NSO,10246
Asia,Southern Asia,Bhutan,Homicide rate,1998,NSO,1.9
Asia,Southern Asia,Nepal,Homicide rate,1998,NSO,2.8
Asia,Southern Asia,Pakistan,Homicide rate,1998,NSO,7.6
Asia,Southern Asia,Sri Lanka,Homicide count,1999,Interpol,1919
Asia,Southern Asia,Sri Lanka,Homicide rate,1999,Interpol,10.3
Asia,Southern Asia,India,Homicide count,1999,MoI,47781
Asia,Southern Asia,India,Homicide rate,1999,MoI,4.6
Asia,Southern Asia,Bhutan,Homicide count,1999,NSO,13
Asia,Southern Asia,Nepal,Homicide count,1999,NSO,630
Asia,Southern Asia,Pakistan,Homicide count,1999,NSO,9332
Asia,Southern Asia,Bhutan,Homicide rate,1999,NSO,2.2
Asia,Southern Asia,Nepal,Homicide rate,1999,NSO,2.7
Asia,Southern Asia,Pakistan,Homicide rate,1999,NSO,6.7
Asia,Southern Asia,India,Homicide count,2000,MoI,48167
Asia,Southern Asia,India,Homicide rate,2000,MoI,4.6
Asia,Southern Asia,Bangladesh,Homicide count,2000,NP,3343
Asia,Southern Asia,Bangladesh,Homicide rate,2000,NP,2.6
Asia,Southern Asia,Bhutan,Homicide count,2000,NSO,18
Asia,Southern Asia,Nepal,Homicide count,2000,NSO,635
Asia,Southern Asia,Pakistan,Homicide count,2000,NSO,8906
Asia,Southern Asia,Bhutan,Homicide rate,2000,NSO,3
Asia,Southern Asia,Nepal,Homicide rate,2000,NSO,2.7
Asia,Southern Asia,Pakistan,Homicide rate,2000,NSO,6.3
Asia,Southern Asia,India,Homicide count,2001,MoI,46420
Asia,Southern Asia,India,Homicide rate,2001,MoI,4.3
Asia,Southern Asia,Bangladesh,Homicide count,2001,NP,3678
Asia,Southern Asia,Bangladesh,Homicide rate,2001,NP,2.8
Asia,Southern Asia,Bhutan,Homicide count,2001,NSO,19
Asia,Southern Asia,Nepal,Homicide count,2001,NSO,848
Asia,Southern Asia,Pakistan,Homicide count,2001,NSO,9593
Asia,Southern Asia,Bhutan,Homicide rate,2001,NSO,3.1
Asia,Southern Asia,Nepal,Homicide rate,2001,NSO,3.5
Asia,Southern Asia,Pakistan,Homicide rate,2001,NSO,6.6
Asia,Southern Asia,Maldives,Homicide count,2001,UNSDC,7
Asia,Southern Asia,Maldives,Homicide rate,2001,UNSDC,2.4
Asia,Southern Asia,India,Homicide count,2002,MoI,45736
Asia,Southern Asia,India,Homicide rate,2002,MoI,4.2
Asia,Southern Asia,Bangladesh,Homicide count,2002,NP,3503
Asia,Southern Asia,Bangladesh,Homicide rate,2002,NP,2.6
Asia,Southern Asia,Bhutan,Homicide count,2002,NSO,19
Asia,Southern Asia,Nepal,Homicide count,2002,NSO,858
Asia,Southern Asia,Pakistan,Homicide count,2002,NSO,9466
Asia,Southern Asia,Bhutan,Homicide rate,2002,NSO,3.1
Asia,Southern Asia,Nepal,Homicide rate,2002,NSO,3.5
Asia,Southern Asia,Pakistan,Homicide rate,2002,NSO,6.3
Asia,Southern Asia,Maldives,Homicide count,2002,UNSDC,8
Asia,Southern Asia,Maldives,Homicide rate,2002,UNSDC,2.7
Asia,Southern Asia,Iran (Islamic Republic of),Homicide count,2003,CTS,1803
Asia,Southern Asia,Maldives,Homicide count,2003,CTS,4
Asia,Southern Asia,Sri Lanka,Homicide count,2003,CTS,1310
Asia,Southern Asia,Iran (Islamic Republic of),Homicide rate,2003,CTS,2.6
Asia,Southern Asia,Maldives,Homicide rate,2003,CTS,1.3
Asia,Southern Asia,Sri Lanka,Homicide rate,2003,CTS,6.8
Asia,Southern Asia,India,Homicide count,2003,MoI,44331
Asia,Southern Asia,India,Homicide rate,2003,MoI,4
Asia,Southern Asia,Bangladesh,Homicide count,2003,NP,3471
Asia,Southern Asia,Bangladesh,Homicide rate,2003,NP,2.6
Asia,Southern Asia,Bhutan,Homicide count,2003,NSO,5
Asia,Southern Asia,Nepal,Homicide count,2003,NSO,757
Asia,Southern Asia,Pakistan,Homicide count,2003,NSO,9346
Asia,Southern Asia,Bhutan,Homicide rate,2003,NSO,0.8
Asia,Southern Asia,Nepal,Homicide rate,2003,NSO,3
Asia,Southern Asia,Pakistan,Homicide rate,2003,NSO,6.1
Asia,Southern Asia,Iran (Islamic Republic of),Homicide count,2004,CTS,2015
Asia,Southern Asia,Sri Lanka,Homicide count,2004,CTS,1377
Asia,Southern Asia,Iran (Islamic Republic of),Homicide rate,2004,CTS,2.9
Asia,Southern Asia,Sri Lanka,Homicide rate,2004,CTS,7.1
Asia,Southern Asia,India,Homicide count,2004,MoI,46490
Asia,Southern Asia,India,Homicide rate,2004,MoI,4.1
Asia,Southern Asia,Bangladesh,Homicide count,2004,NP,3902
Asia,Southern Asia,Bangladesh,Homicide rate,2004,NP,2.8
Asia,Southern Asia,Bhutan,Homicide count,2004,NSO,15
Asia,Southern Asia,Nepal,Homicide count,2004,NSO,936
Asia,Southern Asia,Pakistan,Homicide count,2004,NSO,9614
Asia,Southern Asia,Bhutan,Homicide rate,2004,NSO,2.3
Asia,Southern Asia,Nepal,Homicide rate,2004,NSO,3.7
Asia,Southern Asia,Pakistan,Homicide rate,2004,NSO,6.1
Asia,Southern Asia,India,Homicide count,2005,MoI,45095
Asia,Southern Asia,India,Homicide rate,2005,MoI,3.9
Asia,Southern Asia,Bangladesh,Homicide count,2005,NP,3592
Asia,Southern Asia,Sri Lanka,Homicide count,2005,NP,1219
Asia,Southern Asia,Bangladesh,Homicide rate,2005,NP,2.6
Asia,Southern Asia,Sri Lanka,Homicide rate,2005,NP,6.2
Asia,Southern Asia,Bhutan,Homicide count,2005,NSO,11
Asia,Southern Asia,Nepal,Homicide count,2005,NSO,878
Asia,Southern Asia,Pakistan,Homicide count,2005,NSO,9782
Asia,Southern Asia,Bhutan,Homicide rate,2005,NSO,1.7
Asia,Southern Asia,Nepal,Homicide rate,2005,NSO,3.4
Asia,Southern Asia,Pakistan,Homicide rate,2005,NSO,6.1
Asia,Southern Asia,India,Homicide count,2006,MoI,44961
Asia,Southern Asia,India,Homicide rate,2006,MoI,3.9
Asia,Southern Asia,Bangladesh,Homicide count,2006,NP,4166
Asia,Southern Asia,Sri Lanka,Homicide count,2006,NP,2044
Asia,Southern Asia,Bangladesh,Homicide rate,2006,NP,3
Asia,Southern Asia,Sri Lanka,Homicide rate,2006,NP,10.4
Asia,Southern Asia,Bhutan,Homicide count,2006,NSO,9
Asia,Southern Asia,Nepal,Homicide count,2006,NSO,610
Asia,Southern Asia,Pakistan,Homicide count,2006,NSO,10048
Asia,Southern Asia,Bhutan,Homicide rate,2006,NSO,1.4
Asia,Southern Asia,Nepal,Homicide rate,2006,NSO,2.3
Asia,Southern Asia,Pakistan,Homicide rate,2006,NSO,6.1
Asia,Southern Asia,Maldives,Homicide count,2007,CTS,3
Asia,Southern Asia,Maldives,Homicide rate,2007,CTS,0.9
Asia,Southern Asia,India,Homicide count,2007,MoI,45362
Asia,Southern Asia,India,Homicide rate,2007,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2007,NP,3863
Asia,Southern Asia,Bangladesh,Homicide rate,2007,NP,2.7
Asia,Southern Asia,Bhutan,Homicide count,2007,NSO,14
Asia,Southern Asia,Nepal,Homicide count,2007,NSO,841
Asia,Southern Asia,Pakistan,Homicide count,2007,NSO,10556
Asia,Southern Asia,Bhutan,Homicide rate,2007,NSO,2.1
Asia,Southern Asia,Nepal,Homicide rate,2007,NSO,3.2
Asia,Southern Asia,Pakistan,Homicide rate,2007,NSO,6.3
Asia,Southern Asia,Maldives,Homicide count,2008,CTS,5
Asia,Southern Asia,Sri Lanka,Homicide count,2008,CTS,2002
Asia,Southern Asia,Maldives,Homicide rate,2008,CTS,1.5
Asia,Southern Asia,Sri Lanka,Homicide rate,2008,CTS,10
Asia,Southern Asia,India,Homicide count,2008,MoI,45999
Asia,Southern Asia,India,Homicide rate,2008,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2008,NP,4099
Asia,Southern Asia,Bangladesh,Homicide rate,2008,NP,2.8
Asia,Southern Asia,Bhutan,Homicide count,2008,NSO,18
Asia,Southern Asia,Nepal,Homicide count,2008,NSO,892
Asia,Southern Asia,Pakistan,Homicide count,2008,NSO,12059
Asia,Southern Asia,Bhutan,Homicide rate,2008,NSO,2.7
Asia,Southern Asia,Nepal,Homicide rate,2008,NSO,3.3
Asia,Southern Asia,Pakistan,Homicide rate,2008,NSO,7
Asia,Southern Asia,Maldives,Homicide count,2009,CTS,6
Asia,Southern Asia,Sri Lanka,Homicide count,2009,CTS,1099
Asia,Southern Asia,Maldives,Homicide rate,2009,CTS,1.7
Asia,Southern Asia,Sri Lanka,Homicide rate,2009,CTS,5.5
Asia,Southern Asia,India,Homicide count,2009,MoI,45824
Asia,Southern Asia,India,Homicide rate,2009,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2009,NP,4219
Asia,Southern Asia,Bangladesh,Homicide rate,2009,NP,2.9
Asia,Southern Asia,Bhutan,Homicide count,2009,NSO,16
Asia,Southern Asia,Iran (Islamic Republic of),Homicide count,2009,NSO,2215
Asia,Southern Asia,Nepal,Homicide count,2009,NSO,806
Asia,Southern Asia,Pakistan,Homicide count,2009,NSO,12491
Asia,Southern Asia,Bhutan,Homicide rate,2009,NSO,2.4
Asia,Southern Asia,Iran (Islamic Republic of),Homicide rate,2009,NSO,3
Asia,Southern Asia,Nepal,Homicide rate,2009,NSO,3
Asia,Southern Asia,Pakistan,Homicide rate,2009,NSO,7.1
Asia,Southern Asia,Maldives,Homicide count,2010,CTS,6
Asia,Southern Asia,Sri Lanka,Homicide count,2010,CTS,763
Asia,Southern Asia,Maldives,Homicide rate,2010,CTS,1.6
Asia,Southern Asia,Sri Lanka,Homicide rate,2010,CTS,3.8
Asia,Southern Asia,India,Homicide count,2010,MoI,46460
Asia,Southern Asia,India,Homicide rate,2010,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2010,NP,3988
Asia,Southern Asia,Bangladesh,Homicide rate,2010,NP,2.7
Asia,Southern Asia,Bhutan,Homicide count,2010,NSO,16
Asia,Southern Asia,Nepal,Homicide count,2010,NSO,813
Asia,Southern Asia,Pakistan,Homicide count,2010,NSO,13190
Asia,Southern Asia,Bhutan,Homicide rate,2010,NSO,2.3
Asia,Southern Asia,Nepal,Homicide rate,2010,NSO,3
Asia,Southern Asia,Pakistan,Homicide rate,2010,NSO,7.4
Asia,Southern Asia,Maldives,Homicide count,2011,CTS,3
Asia,Southern Asia,Sri Lanka,Homicide count,2011,CTS,732
Asia,Southern Asia,Maldives,Homicide rate,2011,CTS,0.8
Asia,Southern Asia,Sri Lanka,Homicide rate,2011,CTS,3.6
Asia,Southern Asia,India,Homicide count,2011,MoI,47640
Asia,Southern Asia,India,Homicide rate,2011,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2011,NP,3966
Asia,Southern Asia,Bangladesh,Homicide rate,2011,NP,2.7
Asia,Southern Asia,Bhutan,Homicide count,2011,NSO,32
Asia,Southern Asia,Nepal,Homicide count,2011,NSO,679
Asia,Southern Asia,Pakistan,Homicide count,2011,NSO,13860
Asia,Southern Asia,Bhutan,Homicide rate,2011,NSO,4.6
Asia,Southern Asia,Nepal,Homicide rate,2011,NSO,2.5
Asia,Southern Asia,Pakistan,Homicide rate,2011,NSO,7.6
Asia,Southern Asia,Maldives,Homicide count,2012,CTS,10
Asia,Southern Asia,Sri Lanka,Homicide count,2012,CTS,676
Asia,Southern Asia,Maldives,Homicide rate,2012,CTS,2.5
Asia,Southern Asia,Sri Lanka,Homicide rate,2012,CTS,3.3
Asia,Southern Asia,India,Homicide count,2012,MoI,47478
Asia,Southern Asia,India,Homicide rate,2012,MoI,3.8
Asia,Southern Asia,Bangladesh,Homicide count,2012,NP,4114
Asia,Southern Asia,Bangladesh,Homicide rate,2012,NP,2.7
Asia,Southern Asia,Bhutan,Homicide count,2012,NSO,33
Asia,Southern Asia,Nepal,Homicide count,2012,NSO,642
Asia,Southern Asia,Pakistan,Homicide count,2012,NSO,13846
Asia,Southern Asia,Bhutan,Homicide rate,2012,NSO,4.7
Asia,Southern Asia,Nepal,Homicide rate,2012,NSO,2.4
Asia,Southern Asia,Pakistan,Homicide rate,2012,NSO,7.4
Asia,Southern Asia,Maldives,Homicide count,2013,CTS,3
Asia,Southern Asia,Sri Lanka,Homicide count,2013,CTS,619
Asia,Southern Asia,Maldives,Homicide rate,2013,CTS,0.7
Asia,Southern Asia,Sri Lanka,Homicide rate,2013,CTS,3
Asia,Southern Asia,Iran (Islamic Republic of),Homicide count,2013,MD,2037
Asia,Southern Asia,Iran (Islamic Republic of),Homicide rate,2013,MD,2.7
Asia,Southern Asia,India,Homicide count,2013,MoI,45878
Asia,Southern Asia,India,Homicide rate,2013,MoI,3.6
Asia,Southern Asia,Bangladesh,Homicide count,2013,NP,4393
Asia,Southern Asia,Bangladesh,Homicide rate,2013,NP,2.9
Asia,Southern Asia,Bhutan,Homicide count,2013,NSO,24
Asia,Southern Asia,Nepal,Homicide count,2013,NSO,606
Asia,Southern Asia,Pakistan,Homicide count,2013,NSO,13937
Asia,Southern Asia,Bhutan,Homicide rate,2013,NSO,3.4
Asia,Southern Asia,Nepal,Homicide rate,2013,NSO,2.3
Asia,Southern Asia,Pakistan,Homicide rate,2013,NSO,7.3
Asia,Southern Asia,Sri Lanka,Homicide count,2014,CTS,553
Asia,Southern Asia,Sri Lanka,Homicide rate,2014,CTS,2.7
Asia,Southern Asia,Iran (Islamic Republic of),Homicide count,2014,MD,1936
Asia,Southern Asia,Iran (Islamic Republic of),Homicide rate,2014,MD,2.5
Asia,Southern Asia,India,Homicide count,2014,MoI,47356
Asia,Southern Asia,India,Homicide rate,2014,MoI,3.7
Asia,Southern Asia,Bangladesh,Homicide count,2014,NP,4514
Asia,Southern Asia,Bangladesh,Homicide rate,2014,NP,2.9
Asia,Southern Asia,Nepal,Homicide count,2014,NSO,558
Asia,Southern Asia,Pakistan,Homicide count,2014,NSO,13276
Asia,Southern Asia,Nepal,Homicide rate,2014,NSO,2.1
Asia,Southern Asia,Pakistan,Homicide rate,2014,NSO,6.8
Asia,Southern Asia,Bhutan,Homicide count,2015,CTS,12
Asia,Southern Asia,Sri Lanka,Homicide count,2015,CTS,487
Asia,Southern Asia,Bhutan,Homicide rate,2015,CTS,1.6
Asia,Southern Asia,Sri Lanka,Homicide rate,2015,CTS,2.3
Asia,Southern Asia,India,Homicide count,2015,MoI,44373
Asia,Southern Asia,India,Homicide rate,2015,MoI,3.4
Asia,Southern Asia,Bangladesh,Homicide count,2015,NP,4035
Asia,Southern Asia,Bangladesh,Homicide rate,2015,NP,2.6
Asia,Southern Asia,Pakistan,Homicide count,2015,NSO,9486
Asia,Southern Asia,Pakistan,Homicide rate,2015,NSO,4.8
Asia,Southern Asia,Bhutan,Homicide count,2016,CTS,9
Asia,Southern Asia,Nepal,Homicide count,2016,CTS,627
Asia,Southern Asia,Sri Lanka,Homicide count,2016,CTS,530
Asia,Southern Asia,Bhutan,Homicide rate,2016,CTS,1.2
Asia,Southern Asia,Nepal,Homicide rate,2016,CTS,2.3
Asia,Southern Asia,Sri Lanka,Homicide rate,2016,CTS,2.5
Asia,Southern Asia,India,Homicide count,2016,MoI,42678
Asia,Southern Asia,India,Homicide rate,2016,MoI,3.2
Asia,Southern Asia,Bangladesh,Homicide count,2016,NP,3591
Asia,Southern Asia,Bangladesh,Homicide rate,2016,NP,2.3
Asia,Southern Asia,Pakistan,Homicide count,2016,NSO,8516
Asia,Southern Asia,Pakistan,Homicide rate,2016,NSO,4.2
Asia,Southern Asia,Bhutan,Homicide count,2017,CTS,13
Asia,Southern Asia,Pakistan,Homicide count,2017,CTS,8235
Asia,Southern Asia,Bhutan,Homicide rate,2017,CTS,1.7
Asia,Southern Asia,Pakistan,Homicide rate,2017,CTS,4
Asia,Southern Asia,Sri Lanka,Homicide count,2017,GSHRevision,486
Asia,Southern Asia,Sri Lanka,Homicide rate,2017,GSHRevision,2.3
Asia,Southern Asia,India,Homicide count,2017,MoI,41832
Asia,Southern Asia,India,Homicide rate,2017,MoI,3.1
Asia,Southern Asia,Bangladesh,Homicide count,2017,NP,3549
Asia,Southern Asia,Bangladesh,Homicide rate,2017,NP,2.2
Asia,Southern Asia,Bhutan,Homicide count,2018,CTS,9
Asia,Southern Asia,Sri Lanka,Homicide count,2018,CTS,514
Asia,Southern Asia,Bhutan,Homicide rate,2018,CTS,1.2
Asia,Southern Asia,Sri Lanka,Homicide rate,2018,CTS,2.4
Asia,Southern Asia,India,Homicide count,2018,MoI,41651
Asia,Southern Asia,India,Homicide rate,2018,MoI,3.1
Asia,Southern Asia,Bangladesh,Homicide count,2018,NP,3830
Asia,Southern Asia,Pakistan,Homicide count,2018,NP,8241
Asia,Southern Asia,Bangladesh,Homicide rate,2018,NP,2.4
Asia,Southern Asia,Pakistan,Homicide rate,2018,NP,3.9
Asia,Western Asia,Azerbaijan,Homicide count,1990,UNSDC,329
Asia,Western Asia,Cyprus,Homicide count,1990,UNSDC,5
Asia,Western Asia,Georgia,Homicide count,1990,UNSDC,270
Asia,Western Asia,Iraq,Homicide count,1990,UNSDC,1168
Asia,Western Asia,Israel,Homicide count,1990,UNSDC,147
Asia,Western Asia,Jordan,Homicide count,1990,UNSDC,120
Asia,Western Asia,Qatar,Homicide count,1990,UNSDC,4
Asia,Western Asia,Armenia,Homicide rate,1990,UNSDC,5
Asia,Western Asia,Azerbaijan,Homicide rate,1990,UNSDC,4.5
Asia,Western Asia,Cyprus,Homicide rate,1990,UNSDC,0.7
Asia,Western Asia,Georgia,Homicide rate,1990,UNSDC,5
Asia,Western Asia,Iraq,Homicide rate,1990,UNSDC,6.7
Asia,Western Asia,Israel,Homicide rate,1990,UNSDC,3.3
Asia,Western Asia,Jordan,Homicide rate,1990,UNSDC,3.4
Asia,Western Asia,Qatar,Homicide rate,1990,UNSDC,0.8
Asia,Western Asia,Armenia,Homicide rate,1991,TransMonEE,5.3
Asia,Western Asia,Azerbaijan,Homicide count,1991,UNSDC,357
Asia,Western Asia,Cyprus,Homicide count,1991,UNSDC,1
Asia,Western Asia,Georgia,Homicide count,1991,UNSDC,419
Asia,Western Asia,Iraq,Homicide count,1991,UNSDC,1171
Asia,Western Asia,Israel,Homicide count,1991,UNSDC,112
Asia,Western Asia,Jordan,Homicide count,1991,UNSDC,121
Asia,Western Asia,Qatar,Homicide count,1991,UNSDC,4
Asia,Western Asia,Azerbaijan,Homicide rate,1991,UNSDC,4.9
Asia,Western Asia,Cyprus,Homicide rate,1991,UNSDC,0.1
Asia,Western Asia,Georgia,Homicide rate,1991,UNSDC,7.8
Asia,Western Asia,Iraq,Homicide rate,1991,UNSDC,6.5
Asia,Western Asia,Israel,Homicide rate,1991,UNSDC,2.4
Asia,Western Asia,Jordan,Homicide rate,1991,UNSDC,3.2
Asia,Western Asia,Qatar,Homicide rate,1991,UNSDC,0.8
Asia,Western Asia,Armenia,Homicide rate,1992,TransMonEE,8.9
Asia,Western Asia,Azerbaijan,Homicide count,1992,UNSDC,564
Asia,Western Asia,Cyprus,Homicide count,1992,UNSDC,2
Asia,Western Asia,Georgia,Homicide count,1992,UNSDC,770
Asia,Western Asia,Iraq,Homicide count,1992,UNSDC,1397
Asia,Western Asia,Israel,Homicide count,1992,UNSDC,149
Asia,Western Asia,Jordan,Homicide count,1992,UNSDC,141
Asia,Western Asia,Qatar,Homicide count,1992,UNSDC,6
Asia,Western Asia,Azerbaijan,Homicide rate,1992,UNSDC,7.5
Asia,Western Asia,Cyprus,Homicide rate,1992,UNSDC,0.2
Asia,Western Asia,Georgia,Homicide rate,1992,UNSDC,14.5
Asia,Western Asia,Iraq,Homicide rate,1992,UNSDC,7.6
Asia,Western Asia,Israel,Homicide rate,1992,UNSDC,3.1
Asia,Western Asia,Jordan,Homicide rate,1992,UNSDC,3.5
Asia,Western Asia,Qatar,Homicide rate,1992,UNSDC,1.2
Asia,Western Asia,Armenia,Homicide rate,1993,TransMonEE,8
Asia,Western Asia,Azerbaijan,Homicide count,1993,UNSDC,478
Asia,Western Asia,Cyprus,Homicide count,1993,UNSDC,5
Asia,Western Asia,Georgia,Homicide count,1993,UNSDC,878
Asia,Western Asia,Iraq,Homicide count,1993,UNSDC,1118
Asia,Western Asia,Israel,Homicide count,1993,UNSDC,141
Asia,Western Asia,Jordan,Homicide count,1993,UNSDC,165
Asia,Western Asia,Qatar,Homicide count,1993,UNSDC,4
Asia,Western Asia,Azerbaijan,Homicide rate,1993,UNSDC,6.3
Asia,Western Asia,Cyprus,Homicide rate,1993,UNSDC,0.6
Asia,Western Asia,Georgia,Homicide rate,1993,UNSDC,16.9
Asia,Western Asia,Iraq,Homicide rate,1993,UNSDC,5.9
Asia,Western Asia,Israel,Homicide rate,1993,UNSDC,2.9
Asia,Western Asia,Jordan,Homicide rate,1993,UNSDC,3.9
Asia,Western Asia,Qatar,Homicide rate,1993,UNSDC,0.8
Asia,Western Asia,Armenia,Homicide rate,1994,TransMonEE,4.8
Asia,Western Asia,Azerbaijan,Homicide count,1994,UNSDC,499
Asia,Western Asia,Cyprus,Homicide count,1994,UNSDC,7
Asia,Western Asia,Georgia,Homicide count,1994,UNSDC,578
Asia,Western Asia,Iraq,Homicide count,1994,UNSDC,1267
Asia,Western Asia,Israel,Homicide count,1994,UNSDC,140
Asia,Western Asia,Jordan,Homicide count,1994,UNSDC,197
Asia,Western Asia,Qatar,Homicide count,1994,UNSDC,5
Asia,Western Asia,Azerbaijan,Homicide rate,1994,UNSDC,6.5
Asia,Western Asia,Cyprus,Homicide rate,1994,UNSDC,0.8
Asia,Western Asia,Georgia,Homicide rate,1994,UNSDC,11.3
Asia,Western Asia,Iraq,Homicide rate,1994,UNSDC,6.5
Asia,Western Asia,Israel,Homicide rate,1994,UNSDC,2.7
Asia,Western Asia,Jordan,Homicide rate,1994,UNSDC,4.5
Asia,Western Asia,Qatar,Homicide rate,1994,UNSDC,1
Asia,Western Asia,Armenia,Homicide rate,1995,TransMonEE,3.6
Asia,Western Asia,Azerbaijan,Homicide count,1995,UNSDC,443
Asia,Western Asia,Bahrain,Homicide count,1995,UNSDC,5
Asia,Western Asia,Cyprus,Homicide count,1995,UNSDC,9
Asia,Western Asia,Georgia,Homicide count,1995,UNSDC,391
Asia,Western Asia,Israel,Homicide count,1995,UNSDC,112
Asia,Western Asia,Jordan,Homicide count,1995,UNSDC,35
Asia,Western Asia,State of Palestine,Homicide count,1995,UNSDC,31
Asia,Western Asia,Azerbaijan,Homicide rate,1995,UNSDC,5.7
Asia,Western Asia,Bahrain,Homicide rate,1995,UNSDC,0.9
Asia,Western Asia,Cyprus,Homicide rate,1995,UNSDC,1.1
Asia,Western Asia,Georgia,Homicide rate,1995,UNSDC,7.9
Asia,Western Asia,Israel,Homicide rate,1995,UNSDC,2.1
Asia,Western Asia,Jordan,Homicide rate,1995,UNSDC,0.8
Asia,Western Asia,State of Palestine,Homicide rate,1995,UNSDC,1.2
Asia,Western Asia,Armenia,Homicide rate,1996,TransMonEE,3.6
Asia,Western Asia,Azerbaijan,Homicide count,1996,UNSDC,400
Asia,Western Asia,Bahrain,Homicide count,1996,UNSDC,8
Asia,Western Asia,Cyprus,Homicide count,1996,UNSDC,10
Asia,Western Asia,Georgia,Homicide count,1996,UNSDC,270
Asia,Western Asia,Israel,Homicide count,1996,UNSDC,117
Asia,Western Asia,Jordan,Homicide count,1996,UNSDC,45
Asia,Western Asia,Kuwait,Homicide count,1996,UNSDC,16
Asia,Western Asia,State of Palestine,Homicide count,1996,UNSDC,120
Asia,Western Asia,Azerbaijan,Homicide rate,1996,UNSDC,5.1
Asia,Western Asia,Bahrain,Homicide rate,1996,UNSDC,1.4
Asia,Western Asia,Cyprus,Homicide rate,1996,UNSDC,1.1
Asia,Western Asia,Georgia,Homicide rate,1996,UNSDC,5.6
Asia,Western Asia,Israel,Homicide rate,1996,UNSDC,2.2
Asia,Western Asia,Jordan,Homicide rate,1996,UNSDC,1
Asia,Western Asia,Kuwait,Homicide rate,1996,UNSDC,1
Asia,Western Asia,State of Palestine,Homicide rate,1996,UNSDC,4.4
Asia,Western Asia,Syrian Arab Republic,Homicide count,1997,NSO,296
Asia,Western Asia,Syrian Arab Republic,Homicide rate,1997,NSO,2
Asia,Western Asia,Armenia,Homicide rate,1997,TransMonEE,3.2
Asia,Western Asia,Azerbaijan,Homicide count,1997,UNSDC,284
Asia,Western Asia,Bahrain,Homicide count,1997,UNSDC,6
Asia,Western Asia,Cyprus,Homicide count,1997,UNSDC,6
Asia,Western Asia,Georgia,Homicide count,1997,UNSDC,285
Asia,Western Asia,Israel,Homicide count,1997,UNSDC,156
Asia,Western Asia,Jordan,Homicide count,1997,UNSDC,42
Asia,Western Asia,State of Palestine,Homicide count,1997,UNSDC,45
Asia,Western Asia,Azerbaijan,Homicide rate,1997,UNSDC,3.6
Asia,Western Asia,Bahrain,Homicide rate,1997,UNSDC,1
Asia,Western Asia,Cyprus,Homicide rate,1997,UNSDC,0.7
