download,Country,Icons,Population Type,Question Number,Region,Sub-region,Year,Count,Number of Records,Rate,Refpopulation
,Hungary,,Total population,3.5.2,Europe,Eastern Europe,2016,93592,1,959.625631987,9752.97
,Hungary,,Total population,3.5.2,Europe,Eastern Europe,2017,80335,1,825.657447793,9729.822
,Hungary,,Total population,3.5.2,Europe,Eastern Europe,2018,61490,1,633.427631537,9707.502
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2003,6398,1,2221.874945738,287.955
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2004,3419,1,1174.502408091,291.102
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2005,3181,1,1078.392818399,294.976
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2006,3457,1,1153.382911783,299.727
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2007,3093,1,1013.496908392,305.181
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2008,4332,1,1393.575782921,310.855
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2009,5114,1,1618.062564664,316.057
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2010,4920,1,1535.858551173,320.342
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2011,4203,1,1299.343681505,323.471
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2012,4147,1,1273.484378551,325.642
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2013,4102,1,1253.690471097,327.194
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2014,3670,1,1116.886594926,328.592
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2015,4032,1,1220.941323958,330.237
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2016,3472,1,1045.125207324,332.209
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2017,3822,1,1142.959673440,334.395
,Iceland,,Total population,3.5.2,Europe,Northern Europe,2018,3285,1,975.611204828,336.712
,India,,Total population,3.5.2,Asia,Southern Asia,2004,273045,1,24.171338579,1129623
,India,,Total population,3.5.2,Asia,Southern Asia,2005,273111,1,23.798241563,1147610
,India,,Total population,3.5.2,Asia,Southern Asia,2006,274354,1,23.539879501,1165486
,India,,Total population,3.5.2,Asia,Southern Asia,2007,285043,1,24.090672062,1183209
,India,,Total population,3.5.2,Asia,Southern Asia,2008,316761,1,26.382020039,1200670
,India,,Total population,3.5.2,Asia,Southern Asia,2009,324195,1,26.622984152,1217726
,India,,Total population,3.5.2,Asia,Southern Asia,2010,330312,1,26.761491103,1234281
,India,,Total population,3.5.2,Asia,Southern Asia,2011,340800,1,27.257719821,1250288
,India,,Total population,3.5.2,Asia,Southern Asia,2012,337407,1,26.656053975,1265780
,India,,Total population,3.5.2,Asia,Southern Asia,2013,372622,1,29.091956697,1280842
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2008,23518,1,9.987692689,235469.8
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2009,25356,1,10.626073357,238620.6
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2010,24456,1,10.112713586,241834.2
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2011,26742,1,10.909936520,245116
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2012,25036,1,10.076807685,248451.7
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2013,25593,1,10.163805130,251805.3
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2014,24538,1,9.617913511,255128.1
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2015,26298,1,10.177902364,258383.3
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2016,64507,1,24.662749602,261556.4
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2017,63539,1,24.008600005,264651
,Indonesia,,Total population,3.5.2,Asia,South-Eastern Asia,2018,53000,1,19.800463630,267670.5
,Iran (Islamic Republic of),,Total population,3.5.2,Asia,Southern Asia,2003,104746,1,153.760223243,68122.95
,Iran (Islamic Republic of),,Total population,3.5.2,Asia,Southern Asia,2004,109839,1,159.299435776,68951.28
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2003,57870,1,1453.991970507,3980.077
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2004,57832,1,1425.089530131,4058.131
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2005,58879,1,1421.779775902,4141.218
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2006,60839,1,1438.063791611,4230.619
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2007,61659,1,1425.757327358,4324.649
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2008,62554,1,1416.572177946,4415.871
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2009,63902,1,1421.759402230,4494.572
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2010,65416,1,1436.347388090,4554.33
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2011,66581,1,1450.214163662,4591.115
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2012,67954,1,1474.632497425,4608.199
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2013,78737,1,1705.953036621,4615.426
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2014,77697,1,1679.262703886,4626.852
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2015,72716,1,1562.971528796,4652.42
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2016,62043,1,1321.247330055,4695.79
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2017,66942,1,1408.332476031,4753.281
,Ireland,,Total population,3.5.2,Europe,Northern Europe,2018,64535,1,1339.263294162,4818.694
,Israel,,Total population,3.5.2,Asia,Western Asia,2004,135349,1,2115.981665630,6396.511
,Israel,,Total population,3.5.2,Asia,Western Asia,2005,125290,1,1918.838741889,6529.47
,Israel,,Total population,3.5.2,Asia,Western Asia,2006,114980,1,1721.092332308,6680.641
,Israel,,Total population,3.5.2,Asia,Western Asia,2007,101189,1,1477.826972632,6847.148
,Israel,,Total population,3.5.2,Asia,Western Asia,2008,89985,1,1281.685703347,7020.832
,Israel,,Total population,3.5.2,Asia,Western Asia,2010,72341,1,984.707435405,7346.446
,Israel,,Total population,3.5.2,Asia,Western Asia,2011,70809,1,945.747315882,7487.095
,Italy,,Total population,3.5.2,Europe,Southern Europe,2003,1328350,1,2307.581796379,57564.59
,Italy,,Total population,3.5.2,Europe,Southern Europe,2004,1466582,1,2530.840357684,57948.42
,Italy,,Total population,3.5.2,Europe,Southern Europe,2005,1097361,1,1882.872713178,58281.21
,Italy,,Total population,3.5.2,Europe,Southern Europe,2006,1141941,1,1950.614782871,58542.62
,Italy,,Total population,3.5.2,Europe,Southern Europe,2007,1169349,1,1990.453779933,58747.86
,Italy,,Total population,3.5.2,Europe,Southern Europe,2008,993144,1,1685.519801392,58922.12
,Italy,,Total population,3.5.2,Europe,Southern Europe,2009,938916,1,1588.539296263,59105.62
,Italy,,Total population,3.5.2,Europe,Southern Europe,2010,944025,1,1591.270695453,59325.23
,Italy,,Total population,3.5.2,Europe,Southern Europe,2011,1038883,1,1743.412004920,59589.07
,Italy,,Total population,3.5.2,Europe,Southern Europe,2012,1066669,1,1781.360122259,59879.47
,Italy,,Total population,3.5.2,Europe,Southern Europe,2013,1099853,1,1828.005563863,60166.83
,Italy,,Total population,3.5.2,Europe,Southern Europe,2014,1121757,1,1856.917822029,60409.62
,Italy,,Total population,3.5.2,Europe,Southern Europe,2015,1229103,1,2028.942946581,60578.49
,Italy,,Total population,3.5.2,Europe,Southern Europe,2016,1132814,1,1867.386533520,60663.07
,Italy,,Total population,3.5.2,Europe,Southern Europe,2017,1069965,1,1763.474415352,60673.69
,Italy,,Total population,3.5.2,Europe,Southern Europe,2018,1001327,1,1651.611015435,60627.29
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2013,532,1,18.609792529,2858.71
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2014,447,1,15.547085235,2875.137
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2015,335,1,11.587589726,2891.024
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2016,941,1,32.378583752,2906.242
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2017,780,1,26.704573466,2920.848
,Jamaica,,Total population,3.5.2,Americas,Caribbean,2018,713,1,24.294232113,2934.853
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2004,1061257,1,827.786453174,128204.2
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2005,923309,1,719.502112197,128326.1
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2006,811250,1,631.702962171,128422.7
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2007,744066,1,579.066276195,128494.1
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2008,720609,1,560.616810826,128538.6
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2009,658739,1,512.417233998,128555.2
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2010,618088,1,480.844049002,128542.3
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2011,582767,1,453.518704426,128499
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2012,546088,1,425.224024245,128423.6
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2013,497676,1,387.857306518,128314.2
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2014,451648,1,352.385841774,128168.6
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2015,411350,1,321.404601004,127985.1
,Japan,,Total population,3.5.2,Asia,Eastern Asia,2016,374497,1,293.117820219,127763.3
,Jordan,,Total population,3.5.2,Asia,Western Asia,2005,7068,1,122.588320219,5765.639
,Jordan,,Total population,3.5.2,Asia,Western Asia,2006,8945,1,149.293663223,5991.547
,Jordan,,Total population,3.5.2,Asia,Western Asia,2007,10191,1,162.918106115,6255.29
,Jordan,,Total population,3.5.2,Asia,Western Asia,2008,10290,1,156.944137496,6556.473
,Jordan,,Total population,3.5.2,Asia,Western Asia,2009,10662,1,154.672870216,6893.258
,Jordan,,Total population,3.5.2,Asia,Western Asia,2010,12200,1,168.008415845,7261.541
,Jordan,,Total population,3.5.2,Asia,Western Asia,2011,13994,1,182.621157798,7662.858
,Jordan,,Total population,3.5.2,Asia,Western Asia,2012,13509,1,166.984694491,8089.963
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2005,63141,1,409.931960423,15402.8
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2006,59338,1,381.563937584,15551.26
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2007,51497,1,327.962292966,15702.11
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2008,52671,1,332.055026658,15862.13
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2009,48961,1,305.185872227,16043.01
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2010,59988,1,369.105361897,16252.27
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2011,121617,1,737.489744201,16490.67
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2012,178461,1,1065.342130147,16751.52
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2013,210204,1,1234.597195368,17026.12
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2014,207002,1,1196.362169429,17302.62
,Kazakhstan,,Total population,3.5.2,Asia,Central Asia,2015,208907,1,1188.862287240,17572.01
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2004,12778,1,35.857733083,35635.27
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2005,12200,1,33.310671155,36624.9
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2006,10255,1,27.238410329,37649.04
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2007,10404,1,26.879602169,38705.93
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2008,11012,1,27.673918212,39791.98
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2009,11972,1,29.270105472,40901.8
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2010,11986,1,28.517264056,42030.68
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2011,13797,1,31.953572943,43178.27
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2012,14111,1,31.822047305,44343.47
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2014,1239,1,2.653101516,46700.06
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2015,1111,1,2.320464745,47878.34
,Kenya,,Total population,3.5.2,Africa,Eastern Africa,2016,1355,1,2.762401091,49051.53
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2004,7230,1,328.561989150,2200.498
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2005,9790,1,431.240298195,2270.196
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2006,9361,1,394.369709912,2373.661
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2007,9792,1,391.050252673,2504.026
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2008,9399,1,353.876679681,2656.01
,Kuwait,,Total population,3.5.2,Asia,Western Asia,2009,8129,1,288.156038852,2821.041
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2003,14383,1,286.883234953,5013.538
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2004,12101,1,240.147092823,5038.995
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2005,12335,1,243.037904850,5075.34
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2006,10967,1,214.016176399,5124.379
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2007,11185,1,215.744049823,5184.384
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2008,10963,1,208.621592249,5254.969
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2009,10936,1,204.997161981,5334.708
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2010,9886,1,182.321222478,5422.298
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2011,12008,1,217.617956889,5517.927
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2012,10848,1,192.970556514,5621.583
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2013,9975,1,174.043918740,5731.312
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2014,9029,1,154.486569558,5844.521
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2015,9894,1,166.031058917,5959.126
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2016,9292,1,152.971679002,6074.327
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2017,10032,1,162.074999431,6189.727
,Kyrgyzstan,,Total population,3.5.2,Asia,Central Asia,2018,11557,1,183.327318658,6304.025
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2003,23397,1,1014.682253144,2305.845
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2004,31358,1,1376.001460340,2278.922
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2005,24287,1,1078.465503491,2251.996
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2006,23364,1,1050.037684326,2225.063
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2007,19639,1,893.457908210,2198.089
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2008,23639,1,1088.728694281,2171.248
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2009,27067,1,1261.991883565,2144.784
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2010,25659,1,1210.984234410,2118.855
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2012,21341,1,1031.455502079,2069.018
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2013,20623,1,1008.484315020,2044.95
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2014,20578,1,1018.097980428,2021.22
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2015,19387,1,970.478180885,1997.675
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2016,14570,1,737.996165662,1974.265
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2017,14534,1,744.914271305,1951.097
,Latvia,,Total population,3.5.2,Europe,Northern Europe,2018,14047,1,728.404670875,1928.461
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2008,25163,1,528.108009977,4764.745
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2009,27578,1,572.986723945,4813.026
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2010,28715,1,579.742155563,4953.064
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2011,32775,1,630.043471558,5202.022
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2012,34426,1,621.675015620,5537.62
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2013,32550,1,550.480499292,5913.016
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2014,28411,1,453.774017952,6261.046
,Lebanon,,Total population,3.5.2,Asia,Western Asia,2015,25030,1,383.150501303,6532.681
,Lesotho,,Total population,3.5.2,Africa,Southern Africa,2007,4759,1,239.515714224,1986.926
,Lesotho,,Total population,3.5.2,Africa,Southern Africa,2008,4967,1,249.958482837,1987.13
,Lesotho,,Total population,3.5.2,Africa,Southern Africa,2009,4497,1,225.964570243,1990.135
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2003,29199,1,855.180477084,3414.367
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2004,29137,1,861.752299672,3381.134
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2005,27618,1,825.833166630,3344.259
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2006,24954,1,755.419759885,3303.329
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2007,23107,1,709.024653082,3258.984
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2008,27057,1,842.145037439,3212.867
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2009,28412,1,897.050140973,3167.27
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2010,26530,1,849.279329028,3123.825
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2011,27299,1,885.353255917,3083.402
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2012,23478,1,770.892456267,3045.561
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2013,27952,1,928.965635051,3008.938
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2014,27895,1,938.752104158,2971.498
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2015,22783,1,777.080309099,2931.872
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2016,19963,1,690.867624946,2889.555
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2017,17040,1,598.857321189,2845.419
,Lithuania,,Total population,3.5.2,Europe,Northern Europe,2018,12833,1,458.113641313,2801.27
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2006,6533,1,1403.102589930,465.611
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2007,6366,1,1340.444751399,474.917
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2008,6677,1,1375.558041462,485.403
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2009,6660,1,1341.292474262,496.536
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2010,7218,1,1421.173876233,507.89
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2011,8775,1,1689.735650245,519.312
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2012,9243,1,1741.153422309,530.855
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2013,10334,1,1904.695200846,542.554
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2014,10259,1,1850.095218859,554.512
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2015,9193,1,1622.081338742,566.741
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2016,9954,1,1718.381538015,579.266
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2017,10090,1,1704.639525336,591.914
,Luxembourg,,Total population,3.5.2,Europe,Western Europe,2018,10312,1,1706.595348899,604.244
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2010,58,1,0.274210416,21151.64
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2011,48,1,0.220750856,21743.97
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2012,61,1,0.272971686,22346.64
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2013,62,1,0.270020025,22961.26
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2014,195,1,0.826624954,23589.9
,Madagascar,,Total population,3.5.2,Africa,Eastern Africa,2015,222,1,0.916065310,24234.08
,Malaysia,,Total population,3.5.2,Asia,South-Eastern Asia,2005,34317,1,133.577936227,25690.62
,Malaysia,,Total population,3.5.2,Asia,South-Eastern Asia,2006,37128,1,141.699377336,26201.95
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2008,3926,1,1143.113367963,343.448
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2009,4008,1,1134.154520064,353.391
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2010,4001,1,1093.976430700,365.73
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2011,4734,1,1244.175319914,380.493
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2012,6571,1,1654.201207861,397.231
,Maldives,,Total population,3.5.2,Asia,Southern Asia,2013,6683,1,1608.067527768,415.592
,Malta,,Total population,3.5.2,Europe,Southern Europe,2003,11004,1,2745.111735328,400.858
,Malta,,Total population,3.5.2,Europe,Southern Europe,2004,11466,1,2846.432649819,402.82
,Malta,,Total population,3.5.2,Europe,Southern Europe,2005,9612,1,2375.333305326,404.659
,Malta,,Total population,3.5.2,Europe,Southern Europe,2006,8657,1,2130.534294785,406.33
,Malta,,Total population,3.5.2,Europe,Southern Europe,2007,8982,1,2202.258651380,407.854
,Malta,,Total population,3.5.2,Europe,Southern Europe,2008,8127,1,1984.649310245,409.493
,Malta,,Total population,3.5.2,Europe,Southern Europe,2009,6843,1,1662.702067018,411.559
,Malta,,Total population,3.5.2,Europe,Southern Europe,2010,7769,1,1875.405847095,414.257
,Malta,,Total population,3.5.2,Europe,Southern Europe,2011,8520,1,2039.643780523,417.72
,Malta,,Total population,3.5.2,Europe,Southern Europe,2012,8690,1,2060.174154653,421.809
,Malta,,Total population,3.5.2,Europe,Southern Europe,2013,8469,1,1987.356386574,426.144
,Malta,,Total population,3.5.2,Europe,Southern Europe,2014,8198,1,1905.669587857,430.19
,Malta,,Total population,3.5.2,Europe,Southern Europe,2015,8653,1,1995.806799075,433.559
,Malta,,Total population,3.5.2,Europe,Southern Europe,2016,8821,1,2022.705853487,436.099
,Malta,,Total population,3.5.2,Europe,Southern Europe,2017,8255,1,1884.982931257,437.935
,Malta,,Total population,3.5.2,Europe,Southern Europe,2018,6528,1,1486.152690351,439.255
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2003,11062,1,914.977104894,1208.992
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2004,13991,1,1150.889881119,1215.668
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2005,14325,1,1172.248999599,1222.01
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2006,13464,1,1096.337480427,1228.089
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2007,15751,1,1276.531943690,1233.89
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2008,15209,1,1227.262677303,1239.262
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2009,12540,1,1008.041826501,1243.996
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2010,10782,1,863.974845207,1247.953
,Mauritius,,Total population,3.5.2,Africa,Eastern Africa,2011,9146,1,731.051880225,1251.074
,Mexico,,Total population,3.5.2,Americas,Central America,2004,83143,1,79.551336699,104514.9
,Mexico,,Total population,3.5.2,Americas,Central America,2005,84827,1,80.021546113,106005.2
,Mexico,,Total population,3.5.2,Americas,Central America,2006,85775,1,79.746039892,107560.2
,Mexico,,Total population,3.5.2,Americas,Central America,2007,99536,1,91.174813709,109170.5
,Mexico,,Total population,3.5.2,Americas,Central America,2008,105398,1,95.111415120,110815.3
,Mexico,,Total population,3.5.2,Americas,Central America,2009,132345,1,117.677761486,112463.9
,Mexico,,Total population,3.5.2,Americas,Central America,2010,132068,1,115.754691348,114093
,Mexico,,Total population,3.5.2,Americas,Central America,2011,135171,1,116.833411844,115695.5
,Mexico,,Total population,3.5.2,Americas,Central America,2012,92659,1,79.010558162,117274.2
,Mexico,,Total population,3.5.2,Americas,Central America,2013,314792,1,264.915776859,118827.2
,Mexico,,Total population,3.5.2,Americas,Central America,2014,314337,1,261.174640709,120355.1
,Mexico,,Total population,3.5.2,Americas,Central America,2015,265023,1,217.484570193,121858.3
,Mexico,,Total population,3.5.2,Americas,Central America,2016,302726,1,245.453380836,123333.4
,Mexico,,Total population,3.5.2,Americas,Central America,2017,381059,1,305.391285114,124777.3
,Mexico,,Total population,3.5.2,Americas,Central America,2018,366865,1,290.722461542,126190.8
,Monaco,,Total population,3.5.2,Europe,Western Europe,2005,324,1,957.390225164,33.842
,Monaco,,Total population,3.5.2,Europe,Western Europe,2006,346,1,1012.021410395,34.189
,Monaco,,Total population,3.5.2,Europe,Western Europe,2014,605,1,1621.114683816,37.32
,Monaco,,Total population,3.5.2,Europe,Western Europe,2015,544,1,1442.091031996,37.723
,Monaco,,Total population,3.5.2,Europe,Western Europe,2016,416,1,1092.723929603,38.07
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2003,8782,1,355.724420915,2468.765
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2004,7861,1,314.894203399,2496.394
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2005,6683,1,264.523562705,2526.429
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2006,6657,1,260.155522746,2558.854
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2007,7927,1,305.611147116,2593.819
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2008,6609,1,251.111459824,2631.899
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2009,6376,1,238.462648955,2673.794
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2010,5777,1,212.397358434,2719.902
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2011,5276,1,190.444769393,2770.357
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2012,6266,1,221.829023846,2824.698
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2013,7884,1,273.580626994,2881.783
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2014,8424,1,286.519794661,2940.111
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2015,9169,1,305.793059241,2998.433
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2016,9065,1,296.594836076,3056.358
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2017,11321,1,363.576454145,3113.788
,Mongolia,,Total population,3.5.2,Asia,Eastern Asia,2018,13424,1,423.441445909,3170.214
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2003,1577,1,256.806512496,614.081
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2004,1269,1,206.295508155,615.137
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2005,1540,1,249.842631589,616.388
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2006,1201,1,194.379660216,617.863
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2007,1065,1,171.897849098,619.554
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2008,772,1,124.253193243,621.312
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2009,605,1,97.121199230,622.933
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2010,530,1,84.897938262,624.279
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2011,673,1,107.633330188,625.271
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2012,857,1,136.916049852,625.931
